FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2301,35,589,PER,35,BUN,11,7,607,1,198,1,1,2,3923509000,11,11,U,5140230,8341,6920,160733,744548561,0,4043,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,1,2,4819100000,11,11,U,60,30,30,28,125857,0,7,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,1,2,7314200000,11,33,KG,1131,1181,1131,3568,16528616,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,1,3923309900,11,11,U,1054575,4553,3907,94227,436479467,81691,2291,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,1,3926909090,11,11,U,97200,702,603,21793,100947450,20802,530,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3303000000,11,33,KG,66,72,66,207,960533,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3304990000,11,33,KG,270,291,270,611,2832127,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3305100000,11,33,KG,401,433,401,1329,6158139,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3305900000,11,33,KG,144,156,144,664,3073928,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3306900000,11,33,KG,44,48,44,144,668241,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3307490000,11,33,KG,903,969,903,6468,29963293,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3307909000,11,33,KG,633,683,633,1459,6758195,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3401300000,11,33,KG,583,629,583,1433,6637016,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3402500000,11,33,KG,277084,290066,277084,295423,1368456290,0,21160,1000,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3402909900,11,33,KG,203,219,203,166,769594,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3405100000,11,33,KG,7,8,7,20,93107,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3405300000,11,33,KG,1269,1357,1269,5175,23971635,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3405900000,11,33,KG,12050,12859,12050,33169,153644423,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3808941900,11,33,KG,1752,1874,1752,3026,14016111,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3809910000,11,33,KG,4004,4324,4004,2682,12422449,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3811212000,11,33,KG,524,560,524,1734,8032235,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3811900000,11,33,KG,437,467,437,1530,7087266,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3820000000,11,33,KG,995,1060,995,348,1612006,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3923309900,11,11,U,268780,5878,5024,32302,146924373,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3923509000,11,11,U,440060,4926,3928,16194,73657181,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3924900000,11,11,U,560,203,188,722,3344078,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,3926909090,11,11,U,434016,9992,9059,24397,111925556,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,6805100000,11,33,KG,14,15,14,144,668704,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,6805300000,11,33,KG,4,4,4,52,239577,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,7307910000,11,33,KG,12,13,12,2188,10134790,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,7318159000,11,33,KG,156,167,156,1174,5435979,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,7318160000,11,33,KG,248,266,248,274,1268667,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,8481805100,11,11,U,10,842,786,5685,26334150,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,8484900000,11,11,U,100,66,62,385,1782841,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,8708999900,11,11,U,120,17,16,330,1528626,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,198,1,8,2,9603909000,11,11,U,4254,1472,1363,3970,18391594,0,0,0,0
2301,35,589,PER,35,BUN,11,7,607,1,104,2,8,2,4901999000,11,11,U,41288,7255,6046,62980,286462984,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,1,2,1904100000,11,33,KG,32342,38942,32342,148338,687131608,0,14838,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,1,2,3923509000,11,11,U,827816,2047,1343,12421,57537390,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,1,2,4015199000,11,19,2U,134400,14414,13261,86419,393077731,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,3302101000,11,33,KG,500,559,500,3864,17574039,3744,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,3302109000,11,33,KG,850,950,850,12115,55104168,11711,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,5208430000,11,82,M2,35,8,7,85,386304,71,2,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,5210310000,11,82,M2,250,43,41,379,1724564,290,8,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,5407520000,11,82,M2,1152,254,245,2221,10100081,1593,48,1,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,5407830000,11,82,M2,2924,492,475,4742,21568305,2882,103,1,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,5516140000,11,82,M2,165,27,26,263,1194709,171,6,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6002400000,11,33,KG,110,114,110,1439,6544837,1092,31,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6004100000,11,33,KG,2420,2505,2420,18582,84518862,16919,405,5,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6006310000,11,33,KG,438,454,438,1840,8370741,371,40,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6006320000,11,33,KG,413,428,413,1990,9049878,1223,43,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6006330000,11,33,KG,28,29,28,182,826008,110,4,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,1,6006340000,11,33,KG,443,459,443,2709,12323751,1579,59,1,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,1803100000,11,33,KG,15540,16134,15540,59674,271425370,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,1804001200,11,33,KG,16000,16611,16000,80096,364316656,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3004202000,11,33,KG,428,434,428,8756,39828485,0,391,12,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3004502000,11,33,KG,193,196,193,5913,26897373,0,264,8,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3004903000,11,33,KG,580,589,580,15455,70297431,0,690,21,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3302109000,11,33,KG,500,528,500,12600,58365720,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3402500000,11,33,KG,101293,106093,101293,107044,495851440,0,8324,400,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3407001000,11,33,KG,39285,44777,39285,110286,501635871,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3921120000,11,33,KG,25024,26177,25024,16516,76505554,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,3921909000,11,33,KG,476,500,476,314,1456317,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,4015199000,11,19,2U,139680,21067,18719,159026,736640237,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,4016992900,11,11,U,230,18,17,362,1644738,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,4016999000,11,11,U,205,19,18,428,1945393,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5208320090,11,82,M2,2995,388,374,4392,19978195,0,63,1,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5208430000,11,82,M2,1046,152,146,1709,7772886,0,25,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5208490000,11,82,M2,282,34,33,389,1770868,0,6,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5208520090,11,82,M2,1233,160,155,1708,7766928,0,25,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5208599000,11,82,M2,290,31,30,382,1739392,0,5,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5209320000,11,82,M2,67,15,15,106,484233,0,2,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5210410000,11,82,M2,225,22,21,250,1134896,0,4,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5513410090,11,82,M2,114,15,14,127,576977,0,2,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5903100000,11,82,M2,10717,8186,7786,5139,23804876,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,5903900000,11,82,M2,1381,738,706,466,2157725,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,6112410000,11,11,U,102,44,41,1687,7673911,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,6211430000,11,11,U,120,15,14,1248,5678074,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,7315110000,11,33,KG,53,56,53,904,4112299,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,7320209000,11,33,KG,3,4,3,70,316576,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,7604292000,11,33,KG,637,708,637,7014,31903361,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8204110000,11,11,U,390,112,106,2583,11750595,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8205409000,11,11,U,30,40,38,777,3536004,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8205599900,11,11,U,20,21,20,281,1276309,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8205700000,11,11,U,10,15,14,218,990663,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8205901000,11,11,U,160,130,122,1908,8676719,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8207900000,11,11,U,220,155,146,2152,9790191,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8307100000,11,33,KG,35,37,35,185,840563,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8409911000,11,11,U,1520,685,651,9889,44980117,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8483101000,11,11,U,880,163,155,1753,7971701,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8487902000,11,11,U,700,25,23,1688,7675594,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8511301000,11,11,U,50,20,19,92,418462,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8511801000,11,11,U,20,9,9,124,564014,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8511809000,11,11,U,110,19,17,416,1889902,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8512201000,11,11,U,40,16,15,137,624964,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8536501100,11,11,U,30,4,3,34,152830,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8544421000,5,33,KG,18215,19096,18215,134640,623679408,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8714109000,11,11,U,1850,213,201,5052,22976748,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,198,1,8,2,8714990000,11,11,U,920,312,296,3321,15103294,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,3923299000,11,11,U,299,40,38,100,463220,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,4908909000,11,33,KG,0,0,0,28,128723,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,5806200000,11,33,KG,2,2,2,48,219965,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,6103299000,11,11,U,10,4,3,216,983841,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,6205200000,11,11,U,110,18,17,500,2271976,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,2,2,8,2,6505009000,11,11,U,99,9,9,260,1181427,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,3926909090,11,11,U,100,2,2,5,22743,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4202220020,11,11,U,30,3,2,4,18421,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4202999000,11,11,U,20,1,1,2,10916,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4820100000,11,11,U,30,2,1,3,12281,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4820200000,11,11,U,80,4,4,6,29110,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4910000000,11,11,U,300,25,23,30,136455,0,1,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,4911100000,11,33,KG,16,18,16,70,318395,0,2,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,6103330000,11,11,U,20,2,2,3,13646,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,6207999000,11,11,U,22,2,2,3,12008,0,0,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,6505009000,11,11,U,140,7,7,21,95519,0,1,0,0
2301,35,589,PER,35,BUN,11,8,218,1,107,2,8,2,9608100000,11,11,U,30,1,1,1,2729,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,198,1,1,2,4015199000,11,19,2U,86550,6371,5817,38105,184511896,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,198,1,8,2,3917339000,25,33,KG,70,76,70,942,4602292,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,198,1,8,2,5911909000,11,33,KG,2537,2904,2537,26188,128951189,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,198,1,8,2,8516100000,25,11,U,9384,6085,5600,69102,337610050,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,198,1,8,2,8516800090,11,11,U,648,6,5,868,4242316,0,0,0,0
2301,35,589,PER,35,BUN,11,8,628,1,199,1,8,2,7308909000,11,33,KG,19732,20452,19732,42404,208795573,0,769,0,0
2301,35,589,PER,35,BUN,13,4,434,1,198,1,8,2,2710193400,11,67,M3,0,303,252,11299,52920667,0,0,0,0
2301,35,589,PER,35,BUN,13,4,434,1,198,1,8,2,2710193600,11,67,M3,14,13230,12290,25543,119638784,0,0,0,0
2301,35,589,PER,35,BUN,17,1,351,1,198,1,8,1,1704901000,17,33,KG,6757,7769,6757,21085,98973155,17268,723,5,0
2301,35,589,PER,35,BUN,17,1,351,1,198,1,8,1,1704909000,17,33,KG,60669,70749,60669,213341,1001420708,213100,7422,55,0
2301,35,589,PER,35,BUN,17,1,351,1,198,1,8,2,6811820000,17,82,M2,38740,337740,331890,75130,352658389,0,26973,0,0
2301,35,589,PER,35,BUN,17,1,351,1,199,1,8,1,8418102000,17,11,U,602,28544,27898,135687,652682569,100944,0,0,0
2301,35,589,PER,35,BUN,17,1,351,1,199,1,8,1,8418103000,17,11,U,99,5699,5542,26784,128835916,20849,0,0,0
2301,35,589,PER,35,BUN,17,1,351,1,199,1,8,1,8418109000,17,11,U,188,11769,11420,54662,262935970,42106,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,1704109000,17,33,KG,195,221,195,679,3146041,679,21,0,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,1704901000,17,33,KG,48964,55758,48964,149783,693740702,149163,4278,39,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,1704909000,17,33,KG,17706,20239,17706,61982,287079654,61933,1974,16,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,1806310000,17,33,KG,1560,1779,1560,7852,36366479,5889,243,2,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,8418102000,17,11,U,46,2224,2162,10409,50855910,7754,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,8418103000,17,11,U,4,243,236,1149,5615236,900,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,1,8418109000,17,11,U,94,6189,6016,26910,131474625,20291,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,198,1,8,2,6811820000,17,82,M2,23840,207840,204240,48022,217968716,0,16618,0,0
2301,35,589,PER,35,BUN,17,1,741,1,199,1,8,1,8418102000,17,11,U,749,36006,35203,145188,672457113,101961,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,199,1,8,1,8418103000,17,11,U,76,4058,3967,17774,82324946,13035,0,0,0
2301,35,589,PER,35,BUN,17,1,741,1,199,1,8,1,8418109000,17,11,U,126,8248,8064,29866,138330506,20994,0,0,0
2301,35,589,PER,35,BUN,17,2,472,1,198,1,8,1,1704109000,17,33,KG,5780,6600,5780,32074,156700460,32074,912,8,0
2301,35,589,PER,35,BUN,17,2,472,1,198,1,8,1,1704901000,17,33,KG,116773,131419,116773,328913,1606954889,326605,8934,84,0
2301,35,589,PER,35,BUN,17,2,472,1,198,1,8,1,1704909000,17,33,KG,62542,73244,62542,218898,1069462668,210111,8092,57,0
2301,35,589,PER,35,BUN,17,2,472,1,198,1,8,1,1806310000,17,33,KG,720,863,720,3505,17124238,2629,130,1,0
2301,35,589,PER,35,BUN,17,2,472,1,198,1,8,1,1806900090,17,33,KG,13569,15502,13569,47141,230313286,42001,1481,12,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,1,1704901000,17,33,KG,51170,57254,51170,147175,707942339,144290,4150,38,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,1,1704909000,17,33,KG,14281,16859,14281,50731,244027459,49116,2023,13,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,1,1806310000,17,33,KG,360,417,360,1753,8429876,1314,60,0,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,1,1806900090,17,33,KG,1496,1734,1496,8312,39980506,6234,284,2,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,2,6811820000,17,82,M2,23840,207840,204240,41712,200641186,0,16618,0,0
2301,35,589,PER,35,BUN,17,4,434,1,198,1,8,2,8544422000,17,33,KG,179,207,179,6611,31019076,0,0,0,0
2301,35,589,PER,35,BUN,17,4,434,1,2,2,8,2,2520200000,17,33,KG,250,358,250,30,144306,0,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,1704109000,17,33,KG,2251,2712,2251,13997,65560832,13997,292,4,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,1704901000,17,33,KG,29246,34145,29246,110503,517581163,109980,2258,28,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,1704909000,17,33,KG,34905,41624,34905,125713,588819430,125674,3104,32,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,1806900090,17,33,KG,2441,2941,2441,7004,32804468,7004,146,2,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,8201401000,17,11,U,31500,16118,15395,65305,305879433,39841,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,8203100000,17,11,U,480,61,58,408,1911011,347,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,1,8208400000,17,11,U,4920,2532,2419,8481,39723123,4012,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,2,8201409000,5,11,U,36,3,3,37,175363,0,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,2,8201609000,5,11,U,18,26,25,235,1102766,0,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,2,8202101000,5,11,U,48,21,20,170,798128,0,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,198,1,8,2,8203100000,17,11,U,1620,328,313,1960,9181283,0,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,199,1,8,1,8418102000,17,11,U,214,10260,10058,42084,191420166,29734,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,199,1,8,1,8418103000,17,11,U,258,13755,13468,54382,247949254,38293,0,0,0
2301,35,589,PER,35,BUN,17,7,467,1,199,1,8,1,8418109000,17,11,U,291,19026,18462,71916,333128554,51425,0,0,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,1704109000,17,33,KG,1306,1500,1306,9586,44406493,9586,203,2,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,1704901000,17,33,KG,56444,64025,56444,159927,740811996,158698,3915,41,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,1704909000,17,33,KG,60100,69938,60100,204191,945855727,203256,6422,53,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,1806310000,17,33,KG,438,512,438,2180,10098196,1635,70,1,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,1806900090,17,33,KG,2734,3188,2734,13442,62264087,10665,402,3,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,1,2106909000,17,33,KG,6720,7216,6720,11342,52540173,10239,0,0,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,2,2106909000,17,33,KG,12636,13416,12636,20663,95717094,0,0,0,0
2301,35,589,PER,35,BUN,17,7,607,1,198,1,8,2,3925900000,17,11,U,1744,2031,1369,11078,51313288,0,0,0,0
2301,35,589,PER,35,BUN,17,7,607,1,104,2,8,2,7308909000,17,33,KG,1635,1635,1635,550,2547710,0,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,1704901000,17,33,KG,42133,47634,42133,123440,571800945,123135,3172,32,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,1704909000,17,33,KG,33353,39526,33353,117414,543884112,117414,3728,30,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,8201401000,17,11,U,31800,17427,16673,66168,300965148,41415,916,34,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,8203100000,17,11,U,2400,304,291,2280,10370580,1973,32,1,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,8208400000,17,11,U,3600,1887,1806,6294,28628259,2967,87,3,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,8418103000,17,11,U,2,108,104,498,2396730,374,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,1,8418109000,17,11,U,313,20641,20016,90792,436728881,68763,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,2,6402999000,17,19,2U,12100,6453,5743,67290,306068565,0,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,2,8201609000,5,11,U,300,429,410,3552,16156272,0,103,5,0
2301,35,589,PER,35,BUN,17,8,218,1,198,1,8,2,8203100000,17,11,U,5316,1122,1072,6562,29845983,0,191,10,0
2301,35,589,PER,35,BUN,17,8,218,1,199,1,8,1,8418102000,17,11,U,862,40819,39878,196967,950609758,147218,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,199,1,8,1,8418103000,17,11,U,294,16507,16084,77580,373763521,60253,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,199,1,8,1,8418109000,17,11,U,173,11158,10878,50328,242089429,38146,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,104,2,8,2,3919100000,17,33,KG,65,65,65,8,37058,0,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,104,2,8,2,4811593000,17,33,KG,12,12,12,10,46322,0,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,104,2,8,2,6506990000,17,11,U,12,12,12,4,18529,0,0,0,0
2301,35,589,PER,35,BUN,17,8,218,1,104,2,8,2,7308909000,17,33,KG,1224,1224,1224,631,2922918,0,1,0,0
2301,35,589,PER,35,BUN,17,8,218,1,199,2,8,2,7308909000,17,33,KG,478,478,478,175,810635,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,3401199000,19,33,KG,141834,143267,141834,193639,912156685,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,4016930000,19,11,U,1,1,1,7,33906,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,4818200000,19,33,KG,1997,2017,1997,6014,28443650,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,4818900000,19,33,KG,135,136,135,432,2077862,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,7318159000,19,33,KG,3,3,3,24,117793,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,7318160000,19,33,KG,1,1,1,7,33906,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,7320209000,19,33,KG,1,1,1,10,46609,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,8487902000,19,11,U,50,1,1,10,50811,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,8714109000,19,11,U,1707,2560,2162,20849,101863031,0,0,0,0
2301,35,589,PER,35,BUN,19,1,351,1,198,1,8,2,8714960000,19,11,U,20,6,5,48,233877,0,0,0,0
2301,35,589,PER,35,BUN,19,1,741,1,198,1,1,2,3401199000,19,33,KG,45372,45830,45372,53004,256659391,0,0,0,0
2301,35,589,PER,35,BUN,19,1,741,1,198,1,8,1,7308909000,19,33,KG,6793,7014,6793,32809,160293912,27953,1365,10,0
2301,35,589,PER,35,BUN,19,1,741,1,198,1,8,2,3401199000,19,33,KG,57847,58431,57847,79580,382914919,0,0,0,0
2301,35,589,PER,35,BUN,19,1,741,1,198,1,8,2,4818200000,19,33,KG,4226,4269,4226,16477,79787371,0,0,0,0
2301,35,589,PER,35,BUN,19,2,232,1,198,1,1,2,3401199000,19,33,KG,14424,14570,14424,16305,78432091,0,0,0,0
2301,35,589,PER,35,BUN,19,2,232,1,198,1,8,2,3401199000,19,33,KG,69478,70180,69478,106713,521364217,0,0,0,0
